administration_date,fips,locality,health_district,facility_type,vaccine_manufacturer,dose_number,vaccine_doses_administered,Population,region
2021-05-22,Out of State,Out of State,Out of State,Pharmacies,J&J,1,75,0,other
2021-05-22,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,193,0,other
2021-05-22,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,179,0,other
2021-05-22,Out of State,Out of State,Out of State,Medical Practices,J&J,1,3,0,other
2021-05-22,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,12,0,other
2021-05-22,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,17,0,other
2021-05-22,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,289,0,other
2021-05-22,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,2,0,other
2021-05-22,Out of State,Out of State,Out of State,Hospitals,J&J,1,2,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,150,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,29,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,184,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Non-Specified,1,1,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,318,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,79,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,50,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,24,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,428,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,133,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,214,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,49,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,34,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,63,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,2,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,24,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,174,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,130,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,24,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,98,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,175,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,11,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,311,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,25,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,91,0,other
2021-05-21,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,39,0,other
2021-05-21,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,66,0,other
2021-05-21,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,9,0,other
2021-05-21,Out of State,Out of State,Out of State,Hospitals,Moderna,2,36,0,other
2021-05-21,Out of State,Out of State,Out of State,Medical Practices,J&J,1,3,0,other
2021-05-21,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,220,0,other
2021-05-21,Out of State,Out of State,Out of State,Pharmacies,J&J,1,75,0,other
2021-05-21,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,55,0,other
2021-05-21,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,6,0,other
2021-05-21,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,100,0,other
2021-05-21,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,6,0,other
2021-05-21,Out of State,Out of State,Out of State,Hospitals,Moderna,1,1,0,other
2021-05-21,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,14,0,other
2021-05-21,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,89,0,other
2021-05-21,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,220,0,other
2021-05-21,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,21,0,other
2021-05-21,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,77,0,other
2021-05-21,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,406,0,other
2021-05-21,Out of State,Out of State,Out of State,Hospitals,J&J,1,3,0,other
2021-05-21,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,19,0,other
2021-05-21,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,17,0,other
2021-05-21,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,48,0,other
2021-05-21,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,101,0,other
2021-05-21,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,308,0,other
2021-05-21,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,60,0,other
2021-05-21,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,2,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,133,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,22,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,78,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,175,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,20,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,111,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,329,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,141,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,25,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,92,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,48,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,12,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,24,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,9,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,339,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,132,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,4,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,40,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,183,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,80,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,5,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,137,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,15,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,459,0,other
2021-05-20,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,41,0,other
2021-05-20,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,12,0,other
2021-05-20,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,21,0,other
2021-05-20,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,74,0,other
2021-05-20,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,37,0,other
2021-05-20,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,3,0,other
2021-05-20,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,23,0,other
2021-05-20,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,220,0,other
2021-05-20,Out of State,Out of State,Out of State,Hospitals,J&J,1,2,0,other
2021-05-20,Out of State,Out of State,Out of State,Hospitals,Moderna,2,34,0,other
2021-05-20,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,276,0,other
2021-05-20,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,10,0,other
2021-05-20,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,13,0,other
2021-05-20,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,264,0,other
2021-05-20,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,13,0,other
2021-05-20,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,97,0,other
2021-05-20,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,40,0,other
2021-05-20,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,27,0,other
2021-05-20,Out of State,Out of State,Out of State,Medical Practices,J&J,1,6,0,other
2021-05-20,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,461,0,other
2021-05-20,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,36,0,other
2021-05-20,Out of State,Out of State,Out of State,Pharmacies,J&J,1,78,0,other
2021-05-20,Out of State,Out of State,Out of State,Hospitals,Moderna,1,4,0,other
2021-05-20,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,77,0,other
2021-05-20,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,54,0,other
2021-05-20,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,7,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,92,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,274,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,109,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,89,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,16,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,56,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Non-Specified,1,1,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,184,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,167,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,32,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,378,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,109,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,14,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,131,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,131,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,69,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,19,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,192,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,21,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,116,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,6,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,259,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,46,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,212,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,505,0,other
2021-05-19,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,6,0,other
2021-05-19,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,234,0,other
2021-05-19,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,11,0,other
2021-05-19,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,16,0,other
2021-05-19,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,13,0,other
2021-05-19,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,39,0,other
2021-05-19,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,458,0,other
2021-05-19,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,26,0,other
2021-05-19,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,128,0,other
2021-05-19,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,22,0,other
2021-05-19,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,66,0,other
2021-05-19,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,151,0,other
2021-05-19,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,95,0,other
2021-05-19,Out of State,Out of State,Out of State,Hospitals,Moderna,2,5,0,other
2021-05-19,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,284,0,other
2021-05-19,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,87,0,other
2021-05-19,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,51,0,other
2021-05-19,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,13,0,other
2021-05-19,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,105,0,other
2021-05-19,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,240,0,other
2021-05-19,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,4,0,other
2021-05-19,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,90,0,other
2021-05-19,Out of State,Out of State,Out of State,Pharmacies,J&J,1,102,0,other
2021-05-19,Out of State,Out of State,Out of State,Medical Practices,J&J,1,9,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,241,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,432,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,20,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,3,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,33,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,66,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,10,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,118,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,164,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,26,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,34,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,14,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,125,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,17,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,8,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,54,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,213,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,191,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,141,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,1,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,108,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,24,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,79,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,247,0,other
2021-05-18,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,148,0,other
2021-05-18,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,5,0,other
2021-05-18,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,47,0,other
2021-05-18,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,42,0,other
2021-05-18,Out of State,Out of State,Out of State,Hospitals,J&J,1,3,0,other
2021-05-18,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,64,0,other
